---Movies by imdb rating catogary---
rating_category	movie_count
Action|Comedy|Drama|Thriller	25529689
Drama|Family|Romance	50003300
Adventure|Comedy|Family|Music|Romance	42672630
Comedy|Horror|Thriller	30259652
Comedy|Family|Music|Romance	29302097
Adventure|Fantasy|Horror|Mystery|Thriller	26421314
Crime|Drama|Musical|Romance	12549485
Family|Music|Romance	10411980
Biography|Drama|History|Thriller|War	9172810
Adventure|Crime|Drama|Mystery|Western	5023275
Drama|Fantasy|Horror|Romance	3525161
Comedy|Crime|Drama|Thriller|War	353743
Action|Adventure|Drama|History|Thriller|War	122288
Action|Comedy|Drama|War	22723
Comedy|Drama|Fantasy|Music|Romance	20380
Biography|Drama|Fantasy|History	25529689
Biography	25529689
Drama|Family|Music	25529689
Adventure|Mystery|Thriller	15483540
Comedy|Mystery|Romance	10397365
Biography|Crime|Drama|War	274299
Crime|Drama|Music|Mystery|Thriller	687081
Biography|Comedy|Drama|War	123922370
Comedy|Crime|Family|Sci-Fi	27141959
Adventure|Family|Sci-Fi	38916903
Adventure|Comedy|Romance|Sci-Fi	5002310
Action|Adventure|Comedy|Family	28399192
Biography|Comedy|Crime|Drama|Romance	2035566
Crime|Drama|Musical	4157491
Animation|Comedy|Crime|Drama|Family	71442
Action|Adventure|Comedy|Fantasy|Mystery	79817937
Action|Adventure|Drama|Thriller|War	70011073
Crime|Drama|Music|Romance	65269010
Adventure|Animation|Comedy|Crime	63071133
Adventure|Comedy|Fantasy|Sci-Fi	42365600
Comedy|Drama|Family|Fantasy|Musical	27281507
Comedy|Crime|Family	17292381
Adventure|Drama|Thriller|War	11433134
Comedy|Drama|Horror|Sci-Fi	2201412
Adventure|Crime|Thriller	25529689
Mystery|Romance|Sci-Fi|Thriller	25529689
Fantasy|Mystery|Thriller	25529689
Family|Musical	25529689
Adventure|Crime|Drama|Mystery|Thriller	10230
Drama|Fantasy|Music|Romance	50461335
Adventure|Drama|History|War	25529689
Family|Sci-Fi	434949459
Drama|History|Romance|Western	1066555
Adventure|Comedy|Music|Sci-Fi	40485039
Drama|Family|Musical	16800000
Action|Comedy|Drama|Music	33000000
Fantasy|Horror|Sci-Fi	29500000
Western	25529689
Comedy|Romance|Thriller	10561238
Biography|Crime|Drama|Romance	14479776
Adventure|Comedy|Drama|Romance|Sci-Fi	6619173
Drama|Music|Mystery|Romance	9473382
Action|Crime|Drama	6044618

---Avg movie duration by genre---
genre	avg_duration
Action|Adventure|Fantasy|Sci-Fi	134.3636
Action|Adventure|Fantasy	117.3214
Action|Adventure|Thriller	125.1714
Action|Thriller	108.0417
Action|Adventure|Sci-Fi	132.9783
Action|Adventure|Romance	128.5000
Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance	95.0000
Adventure|Family|Fantasy|Mystery	152.8000
Action|Adventure	114.1250
Action|Adventure|Western	128.2500
Action|Adventure|Family|Fantasy	111.8000
Action|Adventure|Comedy|Family|Fantasy|Sci-Fi	99.2500
Adventure|Fantasy	148.6667
Action|Adventure|Drama|History	129.5000
Adventure|Family|Fantasy	116.8667
Action|Adventure|Drama|Romance	146.2500
Drama|Romance	120.1200
Action|Adventure|Sci-Fi|Thriller	118.5313
Action|Adventure|Fantasy|Romance	124.0000
Action|Adventure|Fantasy|Sci-Fi|Thriller	109.1818
Adventure|Animation|Comedy|Family|Fantasy	90.5862
Adventure|Animation|Comedy|Family|Sport	106.3333
Action|Crime|Thriller	106.1538
Action|Adventure|Horror|Sci-Fi|Thriller	104.6667
Adventure|Animation|Family|Sci-Fi	96.5000
Action|Comedy|Crime|Thriller	104.2632
Animation|Drama|Family|Fantasy	96.0000
Action|Crime|Drama|Thriller	109.8913
Adventure|Animation|Comedy|Family	88.0417
Action|Adventure|Animation|Comedy|Family|Sci-Fi	88.0000
Adventure|Drama|Family|Mystery	126.0000
Action|Comedy|Sci-Fi|Western	106.0000
Action|Adventure|Fantasy|Horror|Thriller	112.0000
Action|Adventure|Comedy|Sci-Fi	113.2500
Comedy|Family|Fantasy	97.2222
Adventure|Animation|Comedy|Drama|Family|Fantasy	95.0000
Adventure|Drama|Family|Fantasy	99.2500
Action|Adventure|Drama|Fantasy	152.5000
Action|Adventure|Family|Fantasy|Romance	97.0000
Action|Adventure|Drama|Sci-Fi	148.3333
Action|Adventure|Romance|Sci-Fi	112.5000
Action|Adventure|Family|Mystery|Sci-Fi	130.0000
Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi	96.0000
Adventure|Animation|Comedy|Family|Sci-Fi	89.4286
Adventure|Animation|Family|Fantasy	97.8182
Action|Sci-Fi	115.2857
Adventure|Drama|Sci-Fi	142.5000
Action|Adventure|Drama|Horror|Sci-Fi	120.0000
Drama|Fantasy|Romance	121.4545
Adventure|Sci-Fi	137.0000
Action|Adventure|Drama|Thriller	118.4615
Action|Drama|History|Romance|War	148.5000
Action|Adventure|Biography|Drama|History|Romance|War	206.0000
Action|Drama	99.2500
Drama|Horror|Sci-Fi	102.6667
Adventure|Comedy|Family|Fantasy	100.8333
Animation|Comedy|Family|Fantasy	92.0000
Action|Adventure|Animation|Comedy|Family	91.5000
Adventure|Animation|Comedy|Family|Fantasy|Musical	91.0000
Mystery|Thriller	116.7333
Adventure|Animation|Comedy|Drama|Family	90.0000
Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi	87.5000
Comedy|Fantasy|Horror	106.5000
Drama|Fantasy|Horror|Thriller	105.0000
Action|Drama|Thriller	116.5882
Adventure	196.0000
Action|Comedy|Fantasy|Sci-Fi	118.5000
Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi	88.0000
Action|Adventure|Animation|Fantasy	115.0000
Comedy|Crime	97.7027
Action|Drama|History|War	138.6250
Action|Adventure|Drama	127.0000
Action|Adventure|Animation|Comedy|Family|Fantasy	101.7500
Action|Drama|Mystery|Sci-Fi	215.0000
Action|Adventure|Comedy|Thriller	108.6000
Action|Adventure|Animation|Fantasy|Romance|Sci-Fi	106.0000
Action|Adventure|Drama|History|War	147.0000
Adventure|Drama|Fantasy|Romance	123.0000
Animation|Comedy|Family|Musical	100.0000
Adventure|Drama|Thriller|Western	156.0000
Adventure|Animation|Comedy|Family|Western	107.0000
Action|Mystery|Thriller	110.8750
Adventure|Sci-Fi|Thriller	121.7143
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi	92.5000
Action|Crime|Mystery|Thriller	109.6000
Action|Adventure|Family|Mystery	107.0000
Adventure|Drama|Romance|War	138.0000
Adventure|Animation|Family|Thriller	82.0000
Action|Fantasy	116.0000
Action|Animation|Comedy|Family|Sci-Fi	93.3333
Action|Comedy|Fantasy	102.6667
Fantasy	97.5000
Adventure|Animation|Comedy|Family|Musical	86.6667
Action|Adventure|Crime|Mystery|Thriller	128.5000
Action|Adventure|History	103.0000
Action	111.2500
Adventure|Drama|Fantasy	116.6667
Action|Fantasy|Thriller	114.0000
Action|Adventure|Comedy|Crime	98.0000
Adventure|Mystery|Sci-Fi	141.7500
Action|Drama|Sci-Fi|Thriller	110.8750
Action|Crime|Sci-Fi|Thriller	106.6000
Action|Family|Sport	135.0000
Comedy|Drama|Romance	108.9697
Action|Comedy|Romance	105.0000
Action|Adventure|Mystery|Sci-Fi	116.5000
Action|Drama|War	134.7778
Adventure|Drama|Sci-Fi|Thriller	129.0000
Action|Adventure|Comedy|Family|Fantasy	108.0000
Crime|Thriller	111.8667
Action|Comedy|Crime|Romance|Thriller	108.0000
Biography|Drama	119.8182
Action|Comedy|Crime|Sci-Fi|Thriller	119.0000
Action|Drama|Fantasy|War	109.5000
Animation|Comedy|Family|Music|Western	76.0000
Action|Adventure|Mystery|Sci-Fi|Thriller	114.6667
Action|Drama|Sci-Fi|Sport	127.0000
Action|Crime|Romance|Thriller	117.3333
Action|Adventure|Comedy	108.6000
Biography|Drama|Sport	126.0000
Action|Mystery|Sci-Fi|Thriller	122.0000
Animation|Family|Fantasy|Musical|Romance	97.0000
Action|Adventure|Romance|Sci-Fi|Thriller	125.6667
Comedy|Romance	102.6250
Action|Drama|Romance	133.6667
Biography|Crime|Drama|History|Romance	140.0000
Biography|Crime|Drama	141.1818
Action|Comedy|Thriller	116.0000
Action|Comedy|Crime	101.1154
Action|Drama|Mystery|Thriller	115.0000
Drama|Western	127.0000
Animation|Drama|Family|Musical|Romance	91.0000
Action|Adventure|Comedy|Family|Mystery	131.0000
Action|Romance|Thriller	103.0000
Action|Fantasy|Horror|Mystery	121.0000
Adventure|Drama|Thriller	118.4000
Biography|Comedy|Crime|Drama	157.6667
Action|Sci-Fi|War	129.0000
Drama|Sci-Fi	138.0000
Action|Adventure|Animation|Family|Fantasy	101.0000
Action|Crime|Fantasy|Romance|Thriller	87.0000
Adventure|Comedy|Sci-Fi	107.6250
Action|Crime|Sport|Thriller	114.0000
Action|Adventure|Biography|Drama|History|Thriller	122.0000
Action|Comedy|Sci-Fi	105.5714
Action|Drama|Thriller|War	124.1667
Drama|Mystery|Thriller	111.6957
Action|Adventure|Fantasy|Thriller	119.0000
Crime|Drama	149.0000
Drama|History|Romance|War	131.6667
Animation|Comedy|Family|Sport	85.0000
Comedy|Sci-Fi|Thriller	93.0000
Drama|History|War	159.2143
Comedy	98.2124
Adventure|Animation|Comedy|Family|Romance	85.6667
Drama|Family|Fantasy|Romance	97.5000
Drama|Fantasy|Thriller	117.5000
Drama|Mystery|Romance|Sci-Fi|Thriller	119.0000
Drama|History|War|Western	137.0000
Action|Adventure|Animation|Family	115.0000
Adventure|Comedy|Family|Mystery|Sci-Fi	98.0000
Drama|Fantasy|Horror|Mystery|Thriller	109.5000
Animation|Comedy|Family|Sci-Fi	94.0000
Adventure|Comedy|Drama|Fantasy|Romance	114.0000
Action|Adventure|Comedy|Crime|Thriller	94.0000
Crime|Drama|Thriller	118.5000
Adventure|Animation|Family|Fantasy|Musical|War	88.0000
Action|Comedy	99.9000
Crime|Drama|Mystery|Thriller	119.7143
Adventure|Drama|History	147.6000
Action|Adventure|Animation|Family|Fantasy|Sci-Fi	95.0000
Adventure|Animation|Comedy|Family|Fantasy|Music	89.5000
Drama|History|Thriller|War	130.0000
Action|Animation|Comedy|Sci-Fi	106.0000
Comedy|Family|Fantasy|Horror|Mystery	88.0000
Drama|Mystery|Sci-Fi|Thriller	118.6667
Action|Horror|Sci-Fi|Thriller	103.1429
Crime|Mystery|Thriller	110.0000
Action|Adventure|Comedy|Crime|Mystery|Thriller	129.0000
Comedy|Drama|Sci-Fi	117.5000
Action|Family|Fantasy|Musical	110.0000
Drama|History|Sport	117.7500
Adventure|Drama|Romance	113.2000
Animation|Comedy|Family|Music|Romance	108.0000
Animation|Comedy|Family|Fantasy|Musical|Romance	107.0000
Adventure|Comedy|Family	97.0000
Action|Crime|Drama|Mystery|Thriller	112.8500
Action|Adventure|Comedy|Fantasy	109.6667
Comedy|Drama|Music|Musical	123.0000
Adventure|Comedy|Drama|Family|Fantasy	96.0000
Action|Comedy|Fantasy|Romance	112.0000
Comedy|Romance|Sci-Fi	104.2000
Adventure|Comedy|Mystery	90.5000
Comedy|Drama|Fantasy|Romance	109.7500
Action|Comedy|Family|Fantasy	84.5000
Action|Adventure|Fantasy|Horror|Sci-Fi	120.0000
Crime|Drama|History|Mystery|Thriller	162.0000
Comedy|Drama	109.3235
Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi	85.0000
Action|Drama|Romance|Sci-Fi|Thriller	120.0000
Comedy|Crime|Sport	113.0000
Comedy|Family|Fantasy|Romance	97.8000
Adventure|Drama|History|Romance|War	154.0000
Comedy|Family|Sci-Fi	89.5000
Fantasy|Horror|Mystery|Thriller	102.6667
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport	88.0000
Adventure|Comedy|Crime|Family|Mystery	93.0000
Drama|Sci-Fi|Thriller	103.2857
Action|Crime|Mystery|Romance|Thriller	118.0000
Action|Adventure|Comedy|Romance	98.0000
Adventure|Animation|Family|Western	83.0000
Comedy|Family|Romance	100.8889
Action|Adventure|Family|Sci-Fi|Thriller	130.0000
Animation|Family|Fantasy|Music	74.0000
Action|Adventure|Family|Fantasy|Thriller	114.0000
Comedy|Fantasy	99.2000
Action|Adventure|Comedy|Fantasy|Thriller	118.0000
Drama|Horror|Mystery|Sci-Fi	81.0000
Action|Sci-Fi|Thriller	105.6429
Drama|History|Thriller	147.8750
Adventure|Animation|Family	82.2500
Drama|Musical|Romance	134.1667
Documentary|Drama	104.0000
Action|Adventure|Drama|History|Romance	114.6667
Animation|Family	89.0000
Adventure|Animation|Drama|Family|Musical	73.0000
Animation|Comedy|Family|Fantasy|Sci-Fi	95.0000
Adventure|Animation|Drama|Family|Fantasy	108.0000
Sci-Fi|Thriller	107.8333
Animation|Comedy|Family	88.6000
Action|Crime|Fantasy|Thriller	104.3333
Comedy|Drama|Family|Music|Musical|Romance	114.5000
Horror|Mystery|Thriller	104.1304
Action|Adventure|Comedy|Family|Sci-Fi	95.2500
Comedy|Family	94.1364
Biography|Comedy|Drama|History	116.0000
Drama|Music|Musical	130.0000
Comedy|Crime|Music	113.0000
Action|Comedy|Romance|Thriller	100.0000
Animation|Comedy|Family|Fantasy|Mystery	91.0000
Comedy|Crime|Drama|Romance	114.0000
Action|Adventure|Romance|Thriller	134.0000
Drama|History|Romance	148.0000
Action|Drama|Fantasy|Romance	110.0000
Action|Adventure|Animation|Family|Sci-Fi	94.0000
Action|Drama|Sci-Fi	99.0000
Drama|Horror|Sci-Fi|Thriller	105.6250
Animation|Comedy|Fantasy	93.0000
Action|Animation|Comedy|Family	97.0000
Action|Adventure|Comedy|Romance|Thriller	112.0000
Action|Comedy|Sport	113.5000
Biography|Drama|History|War	151.6667
Adventure|Animation|Comedy	83.5000
Action|Drama|Sport	111.0000
Adventure|Drama|Family	106.0000
Drama|Mystery|Romance|Thriller	112.7500
Adventure|Animation|Comedy|Family|Fantasy|Romance	94.0000
Adventure|Drama|War	153.0000
Action|Adventure|Crime|Thriller	114.6250
Fantasy|Mystery|Romance|Sci-Fi|Thriller	141.0000
Drama|Fantasy|Mystery|Thriller	112.5000
Animation|Comedy|Family|Fantasy|Music	90.0000
Drama|Horror|Romance|Thriller	116.5000
Drama|War	140.0667
Drama	125.5714
Action|Drama|Fantasy|Horror|War	92.0000
Adventure|Family|Fantasy|Romance	112.5000
Adventure|Biography|Drama|History|War	161.7500
Action|Adventure|Horror|Sci-Fi	100.2500
Action|Fantasy|Horror	97.7500
Comedy|Drama|Musical|Romance	129.5000
Action|Sci-Fi|Sport	98.0000
Action|Adventure|Animation|Comedy|Crime|Family|Fantasy	95.0000
Adventure|Animation|Family|Fantasy|Musical	88.0000
Action|Crime|Mystery|Sci-Fi|Thriller	115.0000
Action|Comedy|Crime|Drama|Thriller	102.0000
Adventure|Drama|History|Romance	141.0000
Biography|Drama|Thriller	122.5000
Action|Drama|History|Thriller	117.0000
Action|Adventure|Fantasy|War	102.0000
Comedy|Fantasy|Romance	101.3636
Action|Adventure|Comedy|Romance|Thriller|Western	136.0000
Biography|Drama|Sport|War	137.0000
Comedy|Drama|Family|Musical	118.0000
Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller	122.0000
Drama|Sport	124.3750
Action|Fantasy|Sci-Fi|Thriller	92.0000
Drama|Mystery|Romance	117.6667
Adventure|Biography|Drama|History|Sport|Thriller	121.0000
Crime|Drama|Fantasy	147.0000
Adventure|Biography|Crime|Drama|Western	212.0000
Action|War	116.0000
Comedy|Romance|Sport	94.1667
Crime|Drama|Mystery|Thriller|Western	187.0000
Comedy|Sport	101.2500
Comedy|Drama|Family	107.6667
Crime|Drama|Fantasy|Mystery	189.0000
Adventure|Animation|Biography|Drama|Family|Fantasy|Musical	99.0000
Drama|Romance|Western	161.0000
Documentary|Music	102.0000
Drama|Thriller	113.5806
Animation|Family|Fantasy	100.0000
Action|Fantasy|Horror|Sci-Fi	132.0000
Biography|Comedy|Drama	125.2500
Action|Horror|Sci-Fi	108.8571
Adventure|Comedy	96.9167
Biography|Drama|History|Sport	134.5000
Comedy|Crime|Romance|Thriller	113.0000
Comedy|Crime|Romance	109.6667
Horror|Mystery|Sci-Fi|Thriller	97.0000
Biography|Drama|Music	128.3750
Drama|Fantasy|Sport	126.0000
Adventure|Comedy|Drama|Music	152.0000
Action|Fantasy|Horror|Sci-Fi|Thriller	87.0000
Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance	85.0000
Horror|Sci-Fi|Thriller	104.2222
Drama|Fantasy|Mystery|Romance|Thriller	104.0000
Action|Adventure|Drama|History|Romance|War	140.0000
Drama|Fantasy|Mystery|Romance	118.0000
Fantasy|Horror|Mystery|Romance	130.0000
Adventure|Comedy|Family|Romance|Sci-Fi	90.0000
Drama|Horror|Thriller	99.8000
Action|Comedy|Mystery|Romance	107.0000
Action|Adventure|Comedy|Romance|Sci-Fi	109.0000
Action|Biography|Drama|History|Thriller|War	133.0000
Adventure|Comedy|Family|Fantasy|Horror	103.0000
Comedy|Family|Romance|Sci-Fi	90.0000
Action|Adventure|Thriller|War	91.5000
Comedy|Drama|Romance|Sport	113.1111
Comedy|Western	127.5000
Action|Comedy|Crime|Drama	97.0000
Drama|Music|Romance|War	131.0000
Action|Comedy|Drama|Family|Thriller	95.0000
Action|Crime	98.0000
Adventure|Animation|Drama|Family|History|Musical|Romance	84.0000
Action|Adventure|Drama|Romance|Sci-Fi	188.0000
Action|Adventure|Comedy|Family|Romance	92.0000
Action|Adventure|Comedy|Western	110.0000
Biography|Drama|History|Musical	135.0000
Adventure|Drama|Horror|Thriller	110.0000
Action|Drama|Sport|Thriller	116.0000
Drama|Musical|Romance|Thriller	143.0000
Comedy|Drama|Family|Fantasy	103.0000
Adventure|Comedy|Crime|Family|Musical	119.0000
Drama|Music|Musical|Romance	117.6667
Drama|Mystery|Romance|War	128.0000
Crime|Drama|Romance	121.5000
Crime|Horror|Mystery|Thriller	98.0000
Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance	94.0000
Action|Horror|Thriller	116.4000
Drama|History|Horror	172.0000
Drama|Romance|Sport	121.4000
Comedy|Family|Musical|Romance	108.0000
Romance|Sci-Fi|Thriller	106.0000
Biography|Comedy|Drama|Romance	115.0000
Mystery|Sci-Fi|Thriller	100.7500
Drama|Fantasy|Horror	108.0000
Adventure|Comedy|Drama|Fantasy|Musical	125.0000
Horror|Mystery	102.5294
Action|Adventure|Family|Fantasy|Sci-Fi|Thriller	98.0000
Adventure|Comedy|Family|Fantasy|Romance|Sport	101.0000
Adventure|Horror|Mystery	132.0000
Crime|Drama|Romance|Thriller	118.7692
Comedy|Crime|Drama|Thriller	107.4000
Drama|Fantasy	143.0000
Adventure|Comedy|Drama	108.6667
Action|Biography|Drama|History|War	139.0000
Adventure|Comedy|Fantasy	98.5000
Adventure|Comedy|Crime|Drama|Family	99.0000
Action|Biography|Crime|Drama|Thriller	127.0000
Comedy|Sci-Fi	89.8000
Action|Adventure|Comedy|Crime|Music|Mystery	104.0000
Comedy|Drama|Music	113.2857
Action|Crime|Drama|Sci-Fi|Thriller	119.5000
Horror|Thriller	94.6471
Action|Adventure|Comedy|Drama|War	114.0000
Drama|Mystery|Sci-Fi	117.5000
Crime|Drama|Music	123.0000
Adventure|Crime|Drama|Western	122.0000
Comedy|Drama|Thriller	96.0000
Drama|Romance|War	133.2857
Action|Comedy|Crime|Music|Romance|Thriller	105.0000
Crime|Romance|Thriller	113.0000
Action|Adventure|Drama|Sci-Fi|Thriller	111.0000
Action|Drama|Fantasy|Thriller|Western	81.0000
Action|Drama|Mystery|Thriller|War	116.0000
Biography|Crime|Drama|Thriller	112.5000
Action|Comedy|Crime|Romance	104.0000
Action|Adventure|Family|Fantasy|Sci-Fi	93.0000
Adventure|Comedy|Family|Musical	103.0000
Action|Horror	99.6667
Action|Adventure|Horror|Thriller	93.0000
Comedy|Drama|Music|Romance	108.0000
Action|Crime|Drama|Romance|Thriller	108.5000
Comedy|Family|Romance|Sport	95.0000
Drama|Family|Fantasy	98.5000
Drama|Fantasy|Musical|Romance	133.0000
Adventure|Comedy|Family|Fantasy|Sci-Fi	95.0000
Comedy|Musical	124.0000
Biography|Drama|History	147.5652
Action|Crime|Drama|Thriller|War	160.0000
Comedy|Crime|Thriller	96.6250
Action|Animation|Comedy|Family|Fantasy	91.0000
Biography|Drama|History|Thriller	130.0000
Action|Adventure|Crime|Drama|Mystery|Thriller	130.0000
Animation|Family|Fantasy|Musical	88.0000
Adventure|Drama|Western	223.6667
Biography|Drama|History|Romance	150.3000
Drama|Horror|Mystery|Thriller	101.5000
Action|Fantasy|Western	100.0000
Drama|Music	115.8182
Action|Drama|Family|Sport	126.0000
Action|Biography|Drama|Thriller|War	121.0000
Comedy|Drama|Sport	118.5000
Adventure|Comedy|Sci-Fi|Western	118.0000
Fantasy|Horror|Romance	155.0000
Biography|Drama|Romance	117.0769
Action|Adventure|Drama|Romance|War	193.5000
Adventure|Comedy|Crime|Romance	123.0000
Comedy|Drama|Family|Fantasy|Romance	116.0000
Horror	100.6087
Comedy|Music	104.6364
Action|Adventure|Drama|Romance|Thriller	131.0000
Biography|Drama|Music|Musical	128.2000
Drama|History	130.2500
Comedy|Music|Romance	95.7500
Action|Adventure|Crime|Fantasy|Mystery|Thriller	93.0000
Adventure|Drama|Mystery	129.0000
Biography|Crime|Drama|Music	117.0000
Crime|Drama|Horror|Thriller	118.6667
Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical	86.0000
Action|Adventure|Comedy|Music|Thriller	107.0000
Adventure|Animation|Comedy|Crime|Family	87.0000
Comedy|Romance|Sci-Fi|Thriller	99.0000
Comedy|Crime|Family|Romance	91.0000
Crime|Horror|Thriller	107.5000
Action|Horror|Mystery|Sci-Fi|Thriller	108.0000
Comedy|Fantasy|Sci-Fi	84.0000
Adventure|Animation|Comedy|Fantasy|Romance	94.0000
Action|Adventure|Family|Thriller	93.0000
Adventure|Comedy|Drama|Romance|Thriller|War	101.0000
Adventure|Animation|Comedy|Fantasy|Music|Romance	90.0000
Action|Drama|Fantasy	100.5000
Action|Adventure|Drama|Fantasy|War	159.0000
Drama|Fantasy|Romance|Sci-Fi	112.6667
Animation|Comedy|Family|Horror|Sci-Fi	87.0000
Biography|Drama|Romance|Sport	119.0000
Action|Biography|Drama	122.0000
Adventure|Drama	112.5714
Horror|Mystery|Sci-Fi	106.5000
Action|Adventure|Drama|Thriller|Western	110.0000
Adventure|Family|Fantasy|Sci-Fi	90.0000
Adventure|Comedy|History|Romance	97.0000
Action|Biography|Drama|Sport	114.0000
Drama|Family	103.5000
Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller	124.0000
Biography|Comedy|Romance	95.0000
Action|Biography|Drama|History	105.0000
Biography|Drama|War	142.2500
Adventure|Comedy|Family|Sci-Fi	100.0000
Biography|Drama|Family|History|Sport	123.0000
Biography|Comedy|Drama|History|Music	125.0000
Fantasy|Horror	98.8750
Comedy|Drama|Family|Sport	104.5000
Comedy|Drama|Romance|Sci-Fi	112.0000
Adventure|Animation|Comedy|Family|War	76.0000
Action|Comedy|Sci-Fi|Thriller	85.0000
Comedy|Horror	95.7500
Drama|Thriller|War	118.5000
Action|Western	94.0000
Action|Adventure|Family|Sci-Fi	108.5000
Adventure|Biography|Drama|Thriller	112.3333
Drama|Romance|War|Western	140.5000
Action|Comedy|Crime|Western	93.0000
Action|Adventure|Comedy|Drama|Thriller	102.0000
Drama|Music|Romance	109.0000
Action|Adventure|Crime|Drama|Thriller	105.0000
Adventure|Comedy|Family|Sport	98.5000
Comedy|Drama|Fantasy	116.6667
Comedy|Family|Sport	101.0000
Action|Adventure|Drama|Family	105.0000
Action|Comedy|War	129.5000
Drama|Family|Sport	113.3333
Action|Thriller|Western	107.0000
Action|Drama|Fantasy|Horror|Thriller	107.0000
Animation|Comedy|Family|Fantasy|Musical	74.5000
Action|Adventure|Comedy|Fantasy|Romance	93.0000
Action|Crime|Drama|Mystery|Sci-Fi|Thriller	113.0000
Adventure|Comedy|Crime|Drama	99.0000
Drama|Mystery	120.0000
Comedy|Fantasy|Horror|Thriller	94.3333
Crime|Drama|Mystery|Sci-Fi|Thriller	118.0000
Comedy|Crime|Musical	113.0000
Comedy|Drama|Family|Music|Romance	106.5000
Comedy|Horror|Romance	95.0000
Comedy|Family|Fantasy|Sport	99.0000
Animation|Comedy|Family|Mystery|Sci-Fi	83.5000
Adventure|Comedy|Drama|Family|Sport	102.0000
Animation|Drama|Family|Fantasy|Musical|Romance	77.0000
Comedy|Horror|Musical|Sci-Fi	102.0000
Crime|Drama|Sport	125.0000
Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller	79.0000
Action|Adventure|Crime|Drama|Romance	105.0000
Action|Comedy|Horror	90.5000
Adventure|Horror|Thriller	104.5000
Adventure|Fantasy|Mystery	123.0000
Action|Drama|Romance|Sport	80.0000
Biography|Crime|Drama|History|Western	160.0000
Action|Biography|Crime|Drama	156.5000
Adventure|Animation|Fantasy	109.5000
Adventure|Animation|Comedy|Fantasy	89.0000
Biography|Drama|Music|Romance	135.0000
Biography|Comedy|Crime|Drama|Romance|Thriller	113.0000
Biography|Crime|Drama|History|Music	167.0000
Adventure|Animation|Comedy|Drama|Family|Musical	82.5000
Biography|Comedy|Drama|Music|Romance	110.0000
Adventure|Animation|Sci-Fi	115.0000
Drama|Romance|Thriller	112.0000
Action|Fantasy|Horror|Thriller	96.0000
Adventure|Biography	139.0000
Documentary	81.0000
Action|Comedy|Family	93.5000
Action|Horror|Romance	108.0000
Adventure|Drama|History|Romance|Thriller|War	145.0000
Action|Comedy|Crime|Music	148.0000
Comedy|Drama|Family|Romance	114.0000
Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller	111.0000
Adventure|Family|Fantasy|Horror|Mystery	109.0000
Action|Crime|Drama|History|Western	123.0000
Comedy|Crime|Drama	106.0909
Comedy|Family|Fantasy|Music|Romance	97.0000
Adventure|Comedy|Crime|Music	107.0000
Action|Adventure|Comedy|Sci-Fi|Thriller	94.0000
Action|Crime|Drama|Western	133.0000
Action|Adventure|Comedy|Family|Romance|Sci-Fi	100.0000
Action|Fantasy|Romance|Sci-Fi	99.0000
Comedy|Crime|Mystery|Romance	103.0000
Adventure|Family	94.0000
Action|Drama|Music|Romance	129.0000
Adventure|Comedy|Family|Fantasy|Horror|Mystery	93.0000
Adventure|Fantasy|Mystery|Thriller	108.0000
Action|Biography|Drama|History|Romance|Western	134.0000
Fantasy|Horror|Mystery	105.0000
Biography|Drama|Family	101.0000
Action|Adventure|Comedy|Crime|Family|Romance|Thriller	102.0000
Drama|Romance|Sci-Fi	113.2000
Comedy|Fantasy|Horror|Romance	94.5000
Comedy|Family|Music	93.0000
Action|Comedy|Music	88.0000
Adventure|Comedy|Crime	92.0000
Biography|Comedy|Drama|Sport	106.0000
Fantasy|Horror|Thriller	98.3333
Comedy|Drama|Romance|Thriller	105.0000
Adventure|Comedy|Family|Romance	98.0000
Adventure|Family|Fantasy|Musical	89.0000
Biography|Crime|Drama|History|Thriller	132.0000
Crime|Drama|History	122.0000
Biography|Drama|Thriller|War	123.5000
Drama|Music|Mystery|Romance|Thriller	99.0000
Action|Adventure|Fantasy|Horror	92.0000
Crime|Drama|Mystery|Romance	131.0000
Action|Adventure|History|Romance	121.0000
Action|Drama|Western	98.0000
Comedy|War	101.5000
Adventure|Comedy|Family|Fantasy|Music|Sci-Fi	87.0000
Adventure|Family|Fantasy|Music|Musical	118.0000
Action|Adventure|Animation|Comedy|Fantasy	80.0000
Adventure|Comedy|Horror|Sci-Fi	88.0000
Horror|Sci-Fi	109.6000
Biography|Comedy|Drama|Family|Sport	94.0000
Action|Crime|Drama|Thriller|Western	102.5000
Action|Drama|History	139.0000
